,time,load,forecast_load,wind,forecast_wind,solar,forecast_solar,inertia,forecast_other_generation,other_generation
891,2021-02-07 06:00:00,38837.77656,39206.80078125,16595.96649,17337.6,0.028648891,0.0,167334.8296,21869.20078125,22241.781421109
892,2021-02-07 07:00:00,40333.72104,41289.80078125,16153.1358,17929.0,0.028648891,0.0,169807.5938,23360.80078125,24180.556591108998
893,2021-02-07 08:00:00,41818.87637,43131.8984375,15418.49271,17469.2,52.11444917,71.10000000000001,170133.5308,25591.5984375,26348.26921083
894,2021-02-07 09:00:00,42752.87668,43374.69921875,14275.45713,16415.0,1888.776434,1293.2,171391.0116,25666.49921875,26588.643116
895,2021-02-07 10:00:00,42980.33904,43445.1015625,13818.93005,15730.5,3848.041811,3942.6,170070.041,23772.0015625,25313.367178999997
896,2021-02-07 11:00:00,42340.08011,42216.3984375,15383.81912,15045.5,3835.753467,4529.5,166246.2746,22641.3984375,23120.507523000004
897,2021-02-07 12:00:00,41032.7602,40125.5,15501.84733,14515.9,3988.581463,4483.6,165169.4144,21126.0,21542.331406999998
898,2021-02-07 13:00:00,39458.66043,38918.69921875,14957.89992,13992.5,4181.240389,4575.2,162280.3639,20350.99921875,20319.520121000005
899,2021-02-07 14:00:00,38295.27816,37739.0,14092.96201,13830.2,4438.331049,4589.3,162172.1733,19319.5,19763.985101000002
900,2021-02-07 15:00:00,37441.11512,36823.3984375,13399.89704,12826.800000000001,4588.90517,4535.900000000001,162152.5815,19460.698437499996,19452.31291
901,2021-02-07 16:00:00,37093.08034,36171.1015625,13130.07861,12888.4,4580.723923,4523.3,162239.8125,18759.4015625,19382.277807
902,2021-02-07 17:00:00,37180.30696,36178.0,13772.14512,13891.2,3827.338918,4065.8,162280.7153,18221.0,19580.822922
903,2021-02-07 18:00:00,37701.11152,37201.3984375,14970.74427,15004.800000000001,1566.195899,1495.8,162433.5625,20700.798437499998,21164.171351
904,2021-02-07 19:00:00,38889.84648,38683.6015625,17452.86918,17148.9,53.61735582,93.3,162433.5625,21441.4015625,21383.35994418
905,2021-02-07 20:00:00,39533.61655,39962.30078125,20280.95411,19892.7,0.003349283,0.0,160107.0157,20069.60078125,19252.659090717
906,2021-02-07 21:00:00,39566.13036,40095.19921875,21705.61692,21869.5,0.003349283,0.0,153526.7297,18225.69921875,17860.510090717
907,2021-02-07 22:00:00,39444.87057,38847.3984375,22304.37578,22487.600000000002,0.003349283,0.0,150555.3978,16359.798437499998,17140.491440717
908,2021-02-07 23:00:00,38250.95103,37257.3984375,22151.60486,22781.5,0.003349283,0.0,149905.8627,14475.8984375,16099.342820716996
909,2021-02-08 00:00:00,36394.44413,36091.3984375,21078.40854,22221.2,0.003349283,0.0,148312.5625,13870.1984375,15316.032240717002
910,2021-02-08 01:00:00,35076.89847,34508.6015625,20193.58452,21791.4,0.003349283,0.0,148312.5625,12717.201562499999,14883.310600716999
911,2021-02-08 02:00:00,34398.22524,33909.69921875,19630.53204,20760.2,0.003349283,0.0,148287.6936,13149.49921875,14767.689850717
912,2021-02-08 03:00:00,34227.37368,33260.30078125,19274.30659,19503.9,0.003349283,0.0,156456.2277,13756.400781249999,14953.063740716996
913,2021-02-08 04:00:00,34341.64561,33397.5,18394.55659,18803.8,0.003349283,0.0,167029.3868,14593.7,15947.085670716999
914,2021-02-08 05:00:00,35122.52271,34425.80078125,17391.995,17566.100000000002,0.003349283,0.0,178447.2594,16859.700781249998,17730.524360716998
915,2021-02-08 06:00:00,37032.19547,37048.0,16225.99628,16841.4,0.003349283,0.0,197718.7825,20206.6,20806.195840717
916,2021-02-08 07:00:00,40053.78698,40954.3984375,14500.28357,14993.0,0.003349283,0.0,202689.3788,25961.3984375,25553.500060716997
917,2021-02-08 08:00:00,41660.48264,41944.8984375,13023.92104,12789.0,49.04767374,54.9,204968.6722,29100.9984375,28587.513926260002
918,2021-02-08 09:00:00,41815.89337,41670.19921875,10496.87493,10432.5,1103.430383,885.8000000000001,209289.6402,30351.89921875,30215.588057
919,2021-02-08 10:00:00,41800.02046,41313.6015625,7951.308562,9336.300000000001,2672.314179,3025.6,209938.5076,28951.7015625,31176.397719
920,2021-02-08 11:00:00,41643.26564,41069.30078125,7748.840771,8696.1,3269.428566,3792.6,211032.6943,28580.600781250003,30624.996302999996
921,2021-02-08 12:00:00,41268.0748,40947.0,7017.342974,7023.2,3929.871907,3958.1,221348.5382,29965.700000000004,30320.859919000002
922,2021-02-08 13:00:00,40739.01648,40382.19921875,5982.889798,5476.3,4000.616749,4056.6,228426.1008,30849.29921875,30755.509933
923,2021-02-08 14:00:00,40347.67721,40228.30078125,4847.642123,5187.3,3987.925442,4045.0,230302.4202,30996.000781249997,31512.109645000004
924,2021-02-08 15:00:00,39638.55283,39731.80078125,4147.73856,4221.5,4244.208446,4015.7000000000003,231896.6887,31494.60078125,31246.605824000002
925,2021-02-08 16:00:00,39114.78088,39472.5,3861.928447,3818.5,4304.673256,4201.5,233172.3761,31452.5,30948.179176999998
926,2021-02-08 17:00:00,39246.72866,39177.1015625,4384.894362,3611.4,4056.607214,3890.0,233240.5118,31675.7015625,30805.227084000002
927,2021-02-08 18:00:00,39815.4882,39883.19921875,4815.23821,3985.2000000000003,2012.258797,1599.2,232724.5337,34298.799218750006,32987.991192999994
928,2021-02-08 19:00:00,41380.82505,40890.80078125,6364.768365,5664.1,81.94587057,104.10000000000001,231405.4375,35122.60078125,34934.11081443
929,2021-02-08 20:00:00,41687.50597,41766.0,8669.414074,8258.1,0.046330206,0.0,230990.1264,33507.9,33018.045565794
930,2021-02-08 21:00:00,41101.48219,41088.0,9433.139167,9440.0,0.046330206,0.0,228700.9076,31648.0,31668.296692794
931,2021-02-08 22:00:00,39982.6241,39909.0,8749.585209,9709.4,0.046330206,0.0,226622.1568,30199.6,31232.992560794
932,2021-02-08 23:00:00,38096.27559,37721.0,7998.742695,9558.7,0.046330206,0.0,219971.3873,28162.3,30097.486564793995
933,2021-02-09 00:00:00,36233.87821,35507.0,7058.436455,8542.3,0.046330206,0.0,215292.0938,26964.7,29175.395424794002
934,2021-02-09 01:00:00,35060.06211,34172.0,5932.118948,7729.8,0.046330206,0.0,215831.6604,26442.2,29127.896831793998
935,2021-02-09 02:00:00,34607.81997,33363.0,5516.876443,6967.400000000001,0.046330206,0.0,217216.5938,26395.6,29090.897196793994
936,2021-02-09 03:00:00,34607.14106,33779.0,5146.418037,6530.400000000001,0.046330206,0.0,217216.5938,27248.6,29460.676692794
937,2021-02-09 04:00:00,35025.75773,34427.0,4321.282393,5317.3,0.046330206,0.0,220618.7611,29109.7,30704.429006793995
938,2021-02-09 05:00:00,36283.13973,35679.0,3863.560025,4737.2,0.048185817,0.0,225216.1754,30941.8,32419.531519183005
939,2021-02-09 06:00:00,38790.07222,38237.0,3061.87049,3995.7000000000003,0.046330206,0.0,236795.0889,34241.3,35728.155399794
940,2021-02-09 07:00:00,42175.10379,41746.0,2287.75474,3226.0,0.046330206,0.0,246454.9709,38520.0,39887.302719794
941,2021-02-09 08:00:00,44774.72831,43462.0,1489.617386,2689.4,20.26686063,59.1,261097.9049,40713.5,43264.84406337
942,2021-02-09 09:00:00,45822.50702,44026.0,1061.458528,2076.5,1087.818473,962.5,263300.1676,40987.0,43673.230018999995
943,2021-02-09 10:00:00,46514.06099,43806.0,783.6879504,1415.4,2562.785164,3118.6,262215.358,39272.0,43167.587875599995
944,2021-02-09 11:00:00,47125.02226,43733.0,734.8732879,864.3000000000001,3068.206124,3726.8,265466.1327,39141.899999999994,43321.9428481
945,2021-02-09 12:00:00,47244.11392,44105.0,814.6767877,710.4,3327.059285,3774.8,266097.4964,39619.799999999996,43102.3778473
946,2021-02-09 13:00:00,46915.66294,44227.0,993.1046944,1068.9,3420.014751,3930.3,263038.2445,39227.799999999996,42502.5434946
947,2021-02-09 13:00:00,46915.66294,44279.11328125,993.1046944,1068.9,3420.014751,3930.3,263038.2445,39279.913281249996,42502.5434946
948,2021-02-09 14:00:00,46516.65246,44081.37890625,1532.031451,1560.6000000000001,3596.734914,3986.3,261372.0338,38534.47890625,41387.886094999994
949,2021-02-09 15:00:00,45973.68466,43991.69140625,2360.490951,2415.2000000000003,3727.812367,3922.0,259730.566,37654.49140625,39885.381342
950,2021-02-09 16:00:00,45666.07255,43257.95703125,3613.138175,3461.1,3704.726918,3830.0,258932.2687,35966.85703125,38348.207457
951,2021-02-09 17:00:00,46029.80299,43579.82421875,5013.264901,4533.400000000001,3348.023369,3445.4,259708.125,35601.02421875,37668.51471999999
952,2021-02-09 18:00:00,46887.02359,44785.71875,6055.528077,5728.900000000001,1662.997432,1428.7,260358.0856,37628.11875,39168.498081
953,2021-02-09 19:00:00,48438.58949,46639.8046875,6364.380884,7143.3,78.27620193,104.9,264269.6469,39391.604687499996,41995.93240407
954,2021-02-09 20:00:00,48565.88756,47017.58984375,7008.287541,8494.5,0.050036378,0.0,262526.1294,38523.08984375,41557.549982622004
955,2021-02-09 21:00:00,47681.18375,46531.98046875,6727.066829,8708.9,0.050036378,0.0,256135.4724,37823.08046875,40954.06688462199
956,2021-02-09 22:00:00,46170.6086,45338.546875,5840.740941,7734.6,0.050036378,0.0,251243.4943,37603.946875,40329.817622621995
957,2021-02-09 23:00:00,43924.34588,43198.0,4628.084824,6690.1,0.050036378,0.0,250116.2203,36507.9,39296.211019622
