,time,solar,wind,load,forecast_load,forecast_wind,forecast_solar,other_generation,forecast_other_genration,inertia
0,2021-01-01 00:00:00,0.0,2385.0,43572.0,41660.0,2363.0,0.0,41187.0,39297.0,223.0
1,2021-01-01 01:00:00,0.0,2236.0,43081.0,41682.0,2345.0,0.0,40845.0,39337.0,219.0
2,2021-01-01 02:00:00,0.0,2165.0,42254.0,40807.0,2191.0,0.0,40089.0,38616.0,216.0
3,2021-01-01 03:00:00,0.0,2148.0,41758.0,40071.0,2102.0,0.0,39610.0,37969.0,216.0
4,2021-01-01 04:00:00,0.0,2133.0,41871.0,40110.0,2053.0,0.0,39738.0,38057.0,217.0
5,2021-01-01 05:00:00,0.0,2151.0,42401.0,40520.0,2018.0,0.0,40250.0,38502.0,218.0
6,2021-01-01 06:00:00,0.0,2079.0,43279.0,41120.0,1988.0,0.0,41200.0,39132.0,222.0
7,2021-01-01 07:00:00,0.0,1942.0,44045.0,41946.0,1943.0,0.0,42103.0,40003.0,225.0
8,2021-01-01 08:00:00,0.0,1912.0,44798.0,42789.0,1861.0,2.0,42886.0,40926.0,227.0
9,2021-01-01 09:00:00,2.0,1855.0,45673.0,43726.0,1777.0,8.0,43816.0,41941.0,230.0
10,2021-01-01 10:00:00,7.0,1704.0,46865.0,44885.0,1763.0,19.0,45154.0,43103.0,233.0
11,2021-01-01 11:00:00,13.0,1473.0,47709.0,45553.0,1638.0,23.0,46223.0,43892.0,236.0
12,2021-01-01 12:00:00,14.0,1251.0,48023.0,45717.0,1498.0,21.0,46758.0,44198.0,237.0
13,2021-01-01 13:00:00,11.0,1116.0,48227.0,45925.0,1405.0,16.0,47100.0,44504.0,239.0
14,2021-01-01 14:00:00,7.0,1068.0,48963.0,46625.0,1354.0,8.0,47888.0,45263.0,242.0
15,2021-01-01 15:00:00,1.0,1032.0,50026.0,47751.0,1380.0,1.0,48993.0,46370.0,244.0
16,2021-01-01 16:00:00,0.0,1121.0,50714.0,48796.0,1470.0,0.0,49593.0,47326.0,244.0
17,2021-01-01 17:00:00,0.0,1274.0,50855.0,49115.0,1535.0,0.0,49581.0,47580.0,244.0
18,2021-01-01 18:00:00,0.0,1149.0,50237.0,48577.0,1477.0,0.0,49088.0,47100.0,243.0
19,2021-01-01 19:00:00,0.0,1196.0,49122.0,47840.0,1588.0,0.0,47926.0,46252.0,240.0
20,2021-01-01 20:00:00,0.0,1189.0,47737.0,46681.0,1605.0,0.0,46548.0,45076.0,237.0
21,2021-01-01 21:00:00,0.0,1176.0,46961.0,46089.0,1680.0,0.0,45785.0,44409.0,235.0
22,2021-01-01 22:00:00,0.0,1196.0,45718.0,44880.0,1647.0,0.0,44522.0,43233.0,232.0
23,2021-01-01 23:00:00,0.0,1315.0,44742.0,43644.0,1911.0,0.0,43427.0,41733.0,228.0
24,2021-01-02 00:00:00,0.0,1316.0,43333.0,43824.0,1600.0,0.0,42017.0,42224.0,225.0
25,2021-01-02 01:00:00,0.0,1316.0,42632.0,43522.0,1682.0,0.0,41316.0,41840.0,222.0
26,2021-01-02 02:00:00,0.0,1225.0,42332.0,42823.0,1740.0,0.0,41107.0,41083.0,220.0
27,2021-01-02 03:00:00,0.0,1121.0,42207.0,42376.0,1588.0,0.0,41086.0,40788.0,220.0
28,2021-01-02 04:00:00,0.0,1128.0,42462.0,42529.0,1633.0,0.0,41334.0,40896.0,221.0
29,2021-01-02 05:00:00,0.0,1089.0,42946.0,43055.0,1547.0,0.0,41857.0,41508.0,223.0
30,2021-01-02 06:00:00,0.0,1012.0,43700.0,44464.0,1552.0,0.0,42688.0,42912.0,225.0
31,2021-01-02 07:00:00,0.0,990.0,45255.0,45768.0,1580.0,0.0,44265.0,44188.0,229.0
32,2021-01-02 08:00:00,0.0,1008.0,46362.0,47616.0,1406.0,2.0,45354.0,46208.0,232.0
33,2021-01-02 09:00:00,8.0,1023.0,47628.0,48512.0,1352.0,11.0,46597.0,47149.0,234.0
34,2021-01-02 10:00:00,28.0,922.0,48962.0,49515.0,1241.0,26.0,48012.0,48248.0,238.0
35,2021-01-02 11:00:00,39.0,1016.0,49608.0,50192.0,1223.0,35.0,48553.0,48934.0,239.0
36,2021-01-02 12:00:00,49.0,981.0,49677.0,50030.0,1153.0,34.0,48647.0,48843.0,239.0
37,2021-01-02 13:00:00,43.0,1056.0,49804.0,50050.0,1196.0,29.0,48705.0,48825.0,240.0
38,2021-01-02 14:00:00,20.0,1203.0,50248.0,50474.0,1223.0,17.0,49025.0,49234.0,241.0
39,2021-01-02 15:00:00,4.0,1395.0,51365.0,51331.0,1252.0,3.0,49966.0,50076.0,243.0
40,2021-01-02 16:00:00,0.0,1495.0,52733.0,52278.0,1379.0,0.0,51238.0,50899.0,246.0
41,2021-01-02 17:00:00,0.0,1598.0,53351.0,52894.0,1484.0,0.0,51753.0,51410.0,247.0
42,2021-01-02 18:00:00,0.0,1668.0,52938.0,52416.0,1575.0,0.0,51270.0,50841.0,246.0
43,2021-01-02 19:00:00,0.0,1800.0,51437.0,51380.0,1646.0,0.0,49637.0,49734.0,242.0
44,2021-01-02 20:00:00,0.0,1909.0,49769.0,49759.0,1738.0,0.0,47860.0,48021.0,238.0
45,2021-01-02 21:00:00,0.0,2043.0,48934.0,48770.0,1869.0,0.0,46891.0,46901.0,235.0
46,2021-01-02 22:00:00,0.0,2081.0,47627.0,47535.0,1922.0,0.0,45546.0,45613.0,232.0
47,2021-01-02 23:00:00,0.0,2093.0,45859.0,45814.0,2070.0,0.0,43766.0,43744.0,230.0
48,2021-01-03 00:00:00,0.0,2296.0,44827.0,44662.0,2204.0,0.0,42531.0,42458.0,226.0
49,2021-01-03 01:00:00,0.0,2395.0,43924.0,43752.0,2376.0,0.0,41529.0,41376.0,222.0
50,2021-01-03 02:00:00,0.0,2618.0,43331.0,43219.0,2588.0,0.0,40713.0,40631.0,220.0
51,2021-01-03 03:00:00,0.0,2821.0,43086.0,43097.0,2770.0,0.0,40265.0,40327.0,219.0
52,2021-01-03 04:00:00,0.0,2995.0,43439.0,43268.0,3016.0,0.0,40444.0,40252.0,220.0
53,2021-01-03 05:00:00,0.0,2968.0,43870.0,44202.0,3117.0,0.0,40902.0,41085.0,221.0
54,2021-01-03 06:00:00,0.0,3162.0,44801.0,44990.0,3244.0,0.0,41639.0,41746.0,222.0
55,2021-01-03 07:00:00,0.0,3142.0,45832.0,46349.0,3414.0,0.0,42690.0,42935.0,225.0
56,2021-01-03 08:00:00,0.0,3227.0,46966.0,47651.0,3452.0,2.0,43739.0,44197.0,229.0
57,2021-01-03 09:00:00,6.0,3573.0,48411.0,48873.0,3626.0,17.0,44832.0,45230.0,231.0
58,2021-01-03 10:00:00,24.0,3643.0,49387.0,50049.0,3692.0,35.0,45720.0,46322.0,232.0
59,2021-01-03 11:00:00,38.0,3617.0,49867.0,50623.0,3697.0,43.0,46212.0,46883.0,233.0
60,2021-01-03 12:00:00,58.0,3833.0,49659.0,50676.0,3708.0,37.0,45768.0,46931.0,231.0
61,2021-01-03 13:00:00,39.0,4030.0,49633.0,50574.0,3810.0,28.0,45564.0,46736.0,230.0
62,2021-01-03 14:00:00,27.0,4185.0,50237.0,50801.0,3929.0,15.0,46025.0,46857.0,232.0
63,2021-01-03 15:00:00,6.0,4257.0,51532.0,51933.0,4096.0,4.0,47269.0,47833.0,237.0
64,2021-01-03 16:00:00,0.0,4410.0,53574.0,53359.0,4248.0,0.0,49164.0,49111.0,241.0
65,2021-01-03 17:00:00,0.0,4605.0,54416.0,54279.0,4341.0,0.0,49811.0,49938.0,240.0
66,2021-01-03 18:00:00,0.0,4765.0,53836.0,54124.0,4419.0,0.0,49071.0,49705.0,239.0
67,2021-01-03 19:00:00,0.0,4712.0,52868.0,53360.0,4388.0,0.0,48156.0,48972.0,236.0
68,2021-01-03 20:00:00,0.0,5132.0,51980.0,52356.0,4388.0,0.0,46848.0,47968.0,232.0
69,2021-01-03 21:00:00,0.0,5021.0,51268.0,51579.0,4349.0,0.0,46247.0,47230.0,230.0
70,2021-01-03 22:00:00,0.0,4853.0,49497.0,50280.0,4232.0,0.0,44644.0,46048.0,226.0
71,2021-01-03 23:00:00,0.0,4611.0,47770.0,48431.0,4187.0,0.0,43159.0,44244.0,220.0
72,2021-01-04 00:00:00,0.0,4260.0,46517.0,47188.0,4370.0,0.0,42257.0,42818.0,212.0
73,2021-01-04 01:00:00,0.0,4277.0,46139.0,46632.0,4296.0,0.0,41862.0,42336.0,211.0
74,2021-01-04 02:00:00,0.0,4234.0,45978.0,46337.0,4375.0,0.0,41744.0,41962.0,210.0
75,2021-01-04 03:00:00,0.0,4193.0,46172.0,46466.0,4222.0,0.0,41979.0,42244.0,212.0
76,2021-01-04 04:00:00,0.0,4033.0,46952.0,47195.0,4059.0,0.0,42919.0,43136.0,216.0
77,2021-01-04 05:00:00,0.0,4096.0,48833.0,49026.0,4019.0,0.0,44737.0,45007.0,226.0
78,2021-01-04 06:00:00,0.0,4076.0,51905.0,52058.0,3849.0,0.0,47829.0,48209.0,238.0
79,2021-01-04 07:00:00,0.0,3898.0,55564.0,54757.0,3852.0,0.0,51666.0,50905.0,246.0
80,2021-01-04 08:00:00,0.0,3954.0,56980.0,56605.0,3828.0,2.0,53026.0,52775.0,247.0
81,2021-01-04 09:00:00,6.0,4083.0,57297.0,56778.0,3796.0,15.0,53208.0,52967.0,249.0
82,2021-01-04 10:00:00,27.0,4237.0,57642.0,57151.0,3897.0,29.0,53378.0,53225.0,249.0
83,2021-01-04 11:00:00,50.0,4209.0,57748.0,57164.0,3888.0,40.0,53489.0,53236.0,249.0
84,2021-01-04 12:00:00,49.0,3962.0,57478.0,56754.0,3727.0,40.0,53467.0,52987.0,249.0
85,2021-01-04 13:00:00,46.0,3676.0,57766.0,56588.0,3654.0,36.0,54044.0,52898.0,249.0
86,2021-01-04 14:00:00,28.0,3732.0,58167.0,57043.0,3599.0,21.0,54407.0,53423.0,249.0
87,2021-01-04 15:00:00,6.0,3974.0,58826.0,57896.0,3730.0,5.0,54846.0,54161.0,250.0
88,2021-01-04 16:00:00,0.0,3929.0,59188.0,58531.0,3569.0,0.0,55259.0,54962.0,250.0
89,2021-01-04 17:00:00,0.0,3998.0,59582.0,58297.0,3580.0,0.0,55584.0,54717.0,249.0
90,2021-01-04 18:00:00,0.0,3897.0,58611.0,57742.0,3503.0,0.0,54714.0,54239.0,247.0
91,2021-01-04 19:00:00,0.0,3963.0,57630.0,56598.0,3480.0,0.0,53667.0,53118.0,247.0
92,2021-01-04 20:00:00,0.0,3576.0,55621.0,55228.0,3291.0,0.0,52045.0,51937.0,245.0
93,2021-01-04 21:00:00,0.0,3359.0,54341.0,53803.0,3255.0,0.0,50982.0,50548.0,243.0
94,2021-01-04 22:00:00,0.0,3364.0,52407.0,51955.0,3195.0,0.0,49043.0,48760.0,236.0
95,2021-01-04 23:00:00,0.0,3282.0,50136.0,49958.0,3104.0,0.0,46854.0,46854.0,227.0
96,2021-01-05 00:00:00,0.0,3381.0,48614.0,48288.0,3158.0,0.0,45233.0,45130.0,220.0
97,2021-01-05 01:00:00,0.0,3183.0,47759.0,47766.0,3151.0,0.0,44576.0,44615.0,219.0
98,2021-01-05 02:00:00,0.0,3168.0,47372.0,47327.0,3101.0,0.0,44204.0,44226.0,218.0
99,2021-01-05 03:00:00,0.0,3109.0,47420.0,47017.0,2995.0,0.0,44311.0,44022.0,220.0
100,2021-01-05 04:00:00,0.0,3068.0,48198.0,47601.0,2938.0,0.0,45130.0,44663.0,223.0
101,2021-01-05 05:00:00,0.0,3136.0,50058.0,49460.0,2913.0,0.0,46922.0,46547.0,229.0
102,2021-01-05 06:00:00,0.0,3142.0,53379.0,52479.0,2879.0,0.0,50237.0,49600.0,240.0
103,2021-01-05 07:00:00,0.0,3210.0,56727.0,55816.0,2857.0,0.0,53517.0,52959.0,243.0
104,2021-01-05 08:00:00,0.0,3091.0,58239.0,57148.0,2819.0,0.0,55148.0,54329.0,244.0
105,2021-01-05 09:00:00,5.0,3085.0,58562.0,57517.0,2904.0,11.0,55472.0,54602.0,245.0
106,2021-01-05 10:00:00,19.0,3039.0,59007.0,57939.0,2914.0,27.0,55949.0,54998.0,245.0
107,2021-01-05 11:00:00,29.0,2848.0,58893.0,57767.0,2871.0,33.0,56016.0,54863.0,243.0
108,2021-01-05 12:00:00,31.0,2842.0,58840.0,57485.0,2839.0,36.0,55967.0,54610.0,244.0
109,2021-01-05 13:00:00,29.0,2912.0,58674.0,57604.0,2822.0,30.0,55733.0,54752.0,244.0
110,2021-01-05 14:00:00,21.0,2910.0,58830.0,57403.0,2855.0,16.0,55899.0,54532.0,244.0
111,2021-01-05 15:00:00,4.0,2894.0,59426.0,58111.0,2991.0,4.0,56528.0,55116.0,244.0
112,2021-01-05 16:00:00,0.0,2881.0,60366.0,58565.0,3116.0,0.0,57485.0,55449.0,245.0
113,2021-01-05 17:00:00,0.0,2977.0,60459.0,59006.0,3141.0,0.0,57482.0,55865.0,244.0
114,2021-01-05 18:00:00,0.0,3015.0,59743.0,58223.0,3326.0,0.0,56728.0,54897.0,243.0
115,2021-01-05 19:00:00,0.0,3050.0,58425.0,57239.0,3416.0,0.0,55375.0,53823.0,244.0
116,2021-01-05 20:00:00,0.0,3089.0,57253.0,55642.0,3497.0,0.0,54164.0,52145.0,242.0
117,2021-01-05 21:00:00,0.0,2986.0,55933.0,54642.0,3624.0,0.0,52947.0,51018.0,240.0
118,2021-01-05 22:00:00,0.0,2890.0,53987.0,52935.0,3654.0,0.0,51097.0,49281.0,236.0
119,2021-01-05 23:00:00,0.0,2983.0,51415.0,51047.0,3594.0,0.0,48432.0,47453.0,228.0
120,2021-01-06 00:00:00,0.0,3142.0,49846.0,48953.0,3254.0,0.0,46704.0,45699.0,225.0
121,2021-01-06 01:00:00,0.0,3188.0,49119.0,48158.0,3408.0,0.0,45931.0,44750.0,221.0
122,2021-01-06 02:00:00,0.0,3315.0,48625.0,47507.0,3499.0,0.0,45310.0,44008.0,221.0
123,2021-01-06 03:00:00,0.0,3306.0,48643.0,47191.0,3537.0,0.0,45337.0,43654.0,222.0
124,2021-01-06 04:00:00,0.0,3246.0,49138.0,47587.0,3708.0,0.0,45892.0,43879.0,224.0
125,2021-01-06 05:00:00,0.0,3317.0,49830.0,48764.0,3649.0,0.0,46513.0,45115.0,228.0
126,2021-01-06 06:00:00,0.0,3488.0,52036.0,50706.0,3694.0,0.0,48548.0,47012.0,237.0
127,2021-01-06 07:00:00,0.0,3720.0,54934.0,53205.0,3839.0,0.0,51214.0,49366.0,242.0
128,2021-01-06 08:00:00,0.0,3923.0,56636.0,54983.0,3926.0,0.0,52713.0,51057.0,245.0
129,2021-01-06 09:00:00,1.0,3989.0,57323.0,56112.0,3974.0,6.0,53333.0,52132.0,248.0
130,2021-01-06 10:00:00,2.0,3882.0,57535.0,56597.0,3911.0,17.0,53651.0,52669.0,247.0
131,2021-01-06 11:00:00,4.0,3752.0,57728.0,56902.0,3938.0,22.0,53972.0,52942.0,246.0
132,2021-01-06 12:00:00,4.0,3632.0,57634.0,56781.0,3814.0,23.0,53998.0,52944.0,246.0
133,2021-01-06 13:00:00,4.0,3586.0,57685.0,56525.0,3767.0,16.0,54095.0,52742.0,246.0
134,2021-01-06 14:00:00,3.0,3611.0,57936.0,56771.0,3806.0,7.0,54322.0,52958.0,248.0
135,2021-01-06 15:00:00,1.0,3777.0,59109.0,57793.0,3844.0,2.0,55331.0,53947.0,248.0
136,2021-01-06 16:00:00,0.0,3670.0,59692.0,58895.0,3819.0,0.0,56022.0,55076.0,248.0
137,2021-01-06 17:00:00,0.0,3680.0,59972.0,59100.0,4024.0,0.0,56292.0,55076.0,249.0
138,2021-01-06 18:00:00,0.0,3701.0,59114.0,58436.0,3978.0,0.0,55413.0,54458.0,249.0
139,2021-01-06 19:00:00,0.0,3664.0,57808.0,57113.0,3943.0,0.0,54144.0,53170.0,249.0
140,2021-01-06 20:00:00,0.0,3687.0,56344.0,55562.0,3891.0,0.0,52657.0,51671.0,246.0
141,2021-01-06 21:00:00,0.0,3718.0,55429.0,54500.0,3947.0,0.0,51711.0,50553.0,245.0
142,2021-01-06 22:00:00,0.0,3621.0,53705.0,52852.0,3962.0,0.0,50084.0,48890.0,240.0
143,2021-01-06 23:00:00,0.0,3578.0,51949.0,51028.0,3752.0,0.0,48371.0,47276.0,234.0
144,2021-01-07 00:00:00,0.0,3431.0,50163.0,49345.0,3583.0,0.0,46732.0,45762.0,230.0
145,2021-01-07 01:00:00,0.0,3603.0,49679.0,48798.0,3715.0,0.0,46076.0,45083.0,229.0
146,2021-01-07 02:00:00,0.0,3690.0,49115.0,48422.0,3665.0,0.0,45425.0,44757.0,228.0
147,2021-01-07 03:00:00,0.0,3656.0,49094.0,48214.0,3606.0,0.0,45438.0,44608.0,229.0
148,2021-01-07 04:00:00,0.0,3618.0,49538.0,48813.0,3601.0,0.0,45920.0,45212.0,232.0
149,2021-01-07 05:00:00,0.0,3469.0,51191.0,50853.0,3468.0,0.0,47722.0,47385.0,239.0
150,2021-01-07 06:00:00,0.0,3474.0,55186.0,54172.0,3776.0,0.0,51712.0,50396.0,247.0
151,2021-01-07 07:00:00,0.0,3302.0,58521.0,58087.0,3825.0,0.0,55219.0,54262.0,248.0
152,2021-01-07 08:00:00,0.0,3054.0,59460.0,59649.0,3546.0,0.0,56406.0,56103.0,250.0
153,2021-01-07 09:00:00,3.0,3211.0,59673.0,59401.0,3678.0,7.0,56459.0,55716.0,251.0
154,2021-01-07 10:00:00,9.0,3181.0,59660.0,59381.0,3597.0,19.0,56470.0,55765.0,251.0
155,2021-01-07 11:00:00,14.0,3038.0,59556.0,59111.0,3391.0,25.0,56504.0,55695.0,252.0
156,2021-01-07 12:00:00,14.0,2787.0,59482.0,58734.0,3188.0,24.0,56681.0,55522.0,252.0
157,2021-01-07 13:00:00,13.0,2715.0,59404.0,58645.0,3189.0,18.0,56676.0,55438.0,251.0
158,2021-01-07 14:00:00,9.0,2691.0,59320.0,58819.0,3194.0,9.0,56620.0,55616.0,250.0
159,2021-01-07 15:00:00,2.0,2593.0,59562.0,59370.0,3102.0,2.0,56967.0,56266.0,250.0
160,2021-01-07 16:00:00,0.0,2670.0,60394.0,59785.0,3293.0,0.0,57724.0,56492.0,249.0
161,2021-01-07 17:00:00,0.0,2705.0,60216.0,59975.0,3230.0,0.0,57511.0,56745.0,248.0
162,2021-01-07 18:00:00,0.0,2538.0,58984.0,58923.0,2883.0,0.0,56446.0,56040.0,248.0
163,2021-01-07 19:00:00,0.0,2456.0,58049.0,57501.0,2955.0,0.0,55593.0,54546.0,247.0
164,2021-01-07 20:00:00,0.0,2431.0,56291.0,56166.0,2729.0,0.0,53860.0,53437.0,246.0
165,2021-01-07 21:00:00,0.0,2441.0,55273.0,54736.0,2785.0,0.0,52832.0,51951.0,245.0
166,2021-01-07 22:00:00,0.0,2384.0,53270.0,52775.0,2709.0,0.0,50886.0,50066.0,240.0
167,2021-01-07 23:00:00,0.0,2387.0,51053.0,50355.0,2812.0,0.0,48666.0,47543.0,233.0
168,2021-01-08 00:00:00,0.0,2382.0,49253.0,49270.0,2637.0,0.0,46871.0,46633.0,224.0
169,2021-01-08 01:00:00,0.0,2324.0,48500.0,48536.0,2611.0,0.0,46176.0,45925.0,223.0
170,2021-01-08 02:00:00,0.0,2355.0,48224.0,48074.0,2621.0,0.0,45869.0,45453.0,223.0
171,2021-01-08 03:00:00,0.0,2328.0,48290.0,47858.0,2599.0,0.0,45962.0,45259.0,224.0
172,2021-01-08 04:00:00,0.0,2359.0,48995.0,48785.0,2581.0,0.0,46636.0,46204.0,227.0
173,2021-01-08 05:00:00,0.0,2352.0,50919.0,50776.0,2586.0,0.0,48567.0,48190.0,233.0
174,2021-01-08 06:00:00,0.0,2304.0,54057.0,54510.0,2616.0,0.0,51753.0,51894.0,244.0
175,2021-01-08 07:00:00,0.0,2237.0,57303.0,57681.0,2585.0,0.0,55066.0,55096.0,248.0
176,2021-01-08 08:00:00,0.0,2093.0,58614.0,59298.0,2483.0,0.0,56521.0,56815.0,247.0
177,2021-01-08 09:00:00,2.0,1976.0,58883.0,59521.0,2395.0,8.0,56905.0,57118.0,248.0
178,2021-01-08 10:00:00,6.0,1891.0,58974.0,59753.0,2323.0,25.0,57077.0,57405.0,248.0
179,2021-01-08 11:00:00,11.0,1760.0,59023.0,59481.0,2165.0,38.0,57252.0,57278.0,249.0
180,2021-01-08 12:00:00,16.0,1655.0,58877.0,59023.0,2017.0,37.0,57206.0,56969.0,249.0
181,2021-01-08 13:00:00,16.0,1590.0,58315.0,58616.0,1941.0,27.0,56709.0,56648.0,248.0
182,2021-01-08 14:00:00,9.0,1574.0,58010.0,58382.0,1865.0,13.0,56427.0,56504.0,248.0
183,2021-01-08 15:00:00,3.0,1659.0,58431.0,58669.0,2015.0,3.0,56769.0,56651.0,248.0
184,2021-01-08 16:00:00,0.0,1776.0,58972.0,59161.0,2099.0,0.0,57196.0,57062.0,248.0
185,2021-01-08 17:00:00,0.0,1691.0,58865.0,59288.0,2110.0,0.0,57174.0,57178.0,248.0
186,2021-01-08 18:00:00,0.0,1737.0,57984.0,58535.0,2002.0,0.0,56247.0,56533.0,246.0
187,2021-01-08 19:00:00,0.0,1719.0,56836.0,57255.0,1969.0,0.0,55117.0,55286.0,245.0
188,2021-01-08 20:00:00,0.0,1751.0,55445.0,55549.0,1946.0,0.0,53694.0,53603.0,242.0
189,2021-01-08 21:00:00,0.0,1822.0,54049.0,54339.0,1885.0,0.0,52227.0,52454.0,239.0
190,2021-01-08 22:00:00,0.0,1846.0,52131.0,52767.0,1871.0,0.0,50285.0,50896.0,236.0
191,2021-01-08 23:00:00,0.0,1909.0,50270.0,50430.0,1936.0,0.0,48361.0,48494.0,230.0
192,2021-01-09 00:00:00,0.0,1986.0,49162.0,48942.0,2004.0,0.0,47176.0,46938.0,228.0
193,2021-01-09 01:00:00,0.0,2030.0,48131.0,48293.0,2060.0,0.0,46101.0,46233.0,227.0
194,2021-01-09 02:00:00,0.0,2113.0,47800.0,47720.0,2216.0,0.0,45687.0,45504.0,227.0
195,2021-01-09 03:00:00,0.0,2142.0,47590.0,47552.0,2209.0,0.0,45448.0,45343.0,228.0
196,2021-01-09 04:00:00,0.0,2161.0,47891.0,47811.0,2365.0,0.0,45730.0,45446.0,228.0
197,2021-01-09 05:00:00,0.0,2240.0,48420.0,48497.0,2426.0,0.0,46180.0,46071.0,230.0
198,2021-01-09 06:00:00,0.0,2349.0,49406.0,49355.0,2488.0,0.0,47057.0,46867.0,233.0
199,2021-01-09 07:00:00,0.0,2393.0,50945.0,50974.0,2646.0,0.0,48552.0,48328.0,238.0
200,2021-01-09 08:00:00,0.0,2565.0,52238.0,52636.0,2812.0,1.0,49673.0,49823.0,240.0
201,2021-01-09 09:00:00,7.0,2787.0,53333.0,53804.0,2928.0,15.0,50539.0,50861.0,243.0
202,2021-01-09 10:00:00,28.0,2929.0,54251.0,54859.0,3068.0,41.0,51294.0,51750.0,244.0
203,2021-01-09 11:00:00,55.0,3068.0,54556.0,55104.0,3286.0,59.0,51433.0,51759.0,246.0
204,2021-01-09 12:00:00,63.0,3138.0,54464.0,54713.0,3448.0,65.0,51263.0,51200.0,246.0
205,2021-01-09 13:00:00,47.0,3301.0,54071.0,54641.0,3636.0,50.0,50723.0,50955.0,246.0
206,2021-01-09 14:00:00,31.0,3609.0,54326.0,54683.0,4007.0,25.0,50686.0,50651.0,245.0
207,2021-01-09 15:00:00,7.0,3984.0,55166.0,55713.0,4297.0,7.0,51175.0,51409.0,247.0
208,2021-01-09 16:00:00,0.0,4377.0,56478.0,56824.0,4838.0,0.0,52101.0,51986.0,245.0
209,2021-01-09 17:00:00,0.0,4798.0,56885.0,57539.0,5047.0,0.0,52087.0,52492.0,245.0
210,2021-01-09 18:00:00,0.0,5192.0,56694.0,56773.0,5510.0,0.0,51502.0,51263.0,243.0
211,2021-01-09 19:00:00,0.0,5512.0,55316.0,55657.0,5822.0,0.0,49804.0,49835.0,243.0
212,2021-01-09 20:00:00,0.0,6069.0,53770.0,54008.0,6347.0,0.0,47701.0,47661.0,238.0
213,2021-01-09 21:00:00,0.0,6232.0,52643.0,52965.0,6531.0,0.0,46411.0,46434.0,235.0
214,2021-01-09 22:00:00,0.0,6572.0,51787.0,51326.0,6932.0,0.0,45215.0,44394.0,230.0
215,2021-01-09 23:00:00,0.0,6742.0,50230.0,50067.0,7118.0,0.0,43488.0,42949.0,224.0
216,2021-01-10 00:00:00,0.0,6796.0,48568.0,48575.0,6882.0,0.0,41772.0,41693.0,220.0
217,2021-01-10 01:00:00,0.0,6748.0,47674.0,47865.0,6885.0,0.0,40926.0,40980.0,216.0
218,2021-01-10 02:00:00,0.0,6630.0,47269.0,47236.0,6956.0,0.0,40639.0,40280.0,213.0
219,2021-01-10 03:00:00,0.0,6883.0,46936.0,46895.0,7041.0,0.0,40053.0,39854.0,211.0
220,2021-01-10 04:00:00,0.0,7007.0,47002.0,46935.0,6981.0,0.0,39995.0,39954.0,212.0
221,2021-01-10 05:00:00,0.0,7128.0,47346.0,47185.0,6989.0,0.0,40218.0,40196.0,213.0
222,2021-01-10 06:00:00,0.0,7415.0,48122.0,47954.0,6887.0,0.0,40707.0,41067.0,217.0
223,2021-01-10 07:00:00,0.0,7092.0,49381.0,48912.0,7036.0,0.0,42289.0,41876.0,222.0
224,2021-01-10 08:00:00,1.0,6879.0,50691.0,50376.0,7010.0,0.0,43811.0,43366.0,226.0
225,2021-01-10 09:00:00,11.0,6615.0,51598.0,51792.0,6676.0,10.0,44972.0,45106.0,231.0
226,2021-01-10 10:00:00,16.0,6433.0,52276.0,52633.0,6450.0,20.0,45827.0,46163.0,235.0
227,2021-01-10 11:00:00,19.0,6359.0,53124.0,53117.0,6365.0,23.0,46746.0,46729.0,236.0
228,2021-01-10 12:00:00,15.0,6241.0,53131.0,53169.0,6118.0,22.0,46875.0,47029.0,236.0
229,2021-01-10 13:00:00,9.0,6010.0,53522.0,52959.0,6188.0,15.0,47503.0,46756.0,236.0
230,2021-01-10 14:00:00,5.0,5687.0,53995.0,53486.0,6027.0,7.0,48303.0,47452.0,239.0
231,2021-01-10 15:00:00,1.0,5654.0,54607.0,54475.0,5788.0,2.0,48952.0,48685.0,243.0
232,2021-01-10 16:00:00,0.0,5767.0,55915.0,55420.0,5674.0,0.0,50148.0,49746.0,245.0
233,2021-01-10 17:00:00,0.0,5636.0,56387.0,55934.0,5562.0,0.0,50751.0,50372.0,245.0
234,2021-01-10 18:00:00,0.0,5546.0,56128.0,55652.0,5427.0,0.0,50582.0,50225.0,244.0
235,2021-01-10 19:00:00,0.0,5281.0,54801.0,54768.0,5097.0,0.0,49520.0,49671.0,243.0
236,2021-01-10 20:00:00,0.0,5093.0,53978.0,53502.0,5119.0,0.0,48885.0,48383.0,238.0
237,2021-01-10 21:00:00,0.0,4825.0,53369.0,52861.0,5060.0,0.0,48544.0,47801.0,235.0
238,2021-01-10 22:00:00,0.0,4395.0,51866.0,51606.0,4875.0,0.0,47471.0,46731.0,228.0
239,2021-01-10 23:00:00,0.0,4108.0,50327.0,50024.0,4785.0,0.0,46219.0,45239.0,222.0
240,2021-01-11 00:00:00,0.0,3806.0,49172.0,49261.0,4225.0,0.0,45366.0,45036.0,222.0
241,2021-01-11 01:00:00,0.0,3787.0,48264.0,48670.0,4105.0,0.0,44477.0,44565.0,219.0
242,2021-01-11 02:00:00,0.0,3958.0,47647.0,48387.0,4132.0,0.0,43689.0,44255.0,217.0
243,2021-01-11 03:00:00,0.0,4099.0,47528.0,48138.0,4221.0,0.0,43429.0,43917.0,215.0
